l_0,RESORTES EN SERIE,l_0,RESORTES EN PARALELO
F = mg(N),Δx = x - l_0 (N),F = mg(N),Δx = x - l_0 (N)
0.5,6.6,0.5,1.7
1.0,13.5,1.0,2.9
1.5,19.5,1.5,4.2
2.0,25.8,2.0,5.4
2.5,32.3,2.5,7.1
